1327418725|danny|37.7769524591|-122.398477415|unclejoey|37.7773358072|-122.398120249
1327511595|danny|37.7782700591|-122.397839353|unclejoey|37.7774010993|-122.398100099
1327602309|unclejoey|37.7771300414|-122.398853538|danny|37.7774423694|-122.398259616
1327693753|unclejoey|37.7774099393|-122.398368567|danny|37.7774297374|-122.397972105
1327872265|danny|37.7704953799|-122.400046678|dj|37.7701035295|-122.399530468
1327946279|danny|37.7774642478|-122.398157324|unclejoey|37.7785768008|-122.397267091
1327982131|dj|37.7750100771|-122.39382646|danny|37.7749323929|-122.393876766
1328034677|danny|37.7773005065|-122.3981785|unclejoey|37.7775183638|-122.398269309
1328071036|danny|37.7740832506|-122.42177954|dj|37.7732769568|-122.421682638
1328127088|unclejoey|37.7772947648|-122.398329995|danny|37.7772515239|-122.398115233
1328158359|dj|37.7749178675|-122.393887651|danny|37.7748562505|-122.393893098
1328217658|unclejoey|37.77726157|-122.398167625|danny|37.7775451355|-122.398027857
1328254809|danny|37.7751698962|-122.393632979|dj|37.7748980118|-122.39391832
1328311857|unclejoey|37.7772842694|-122.398264694|danny|37.7776509772|-122.398222459
1328345207|dj|37.7750283744|-122.39379706|danny|37.7749782261|-122.393890109
1328436117|danny|37.7750406036|-122.393794667|dj|37.7748912214|-122.393931884
1328522986|dj|37.7750858611|-122.393826287|danny|37.7750875762|-122.393899175
1328550913|danny|37.7785027234|-122.396653371|unclejoey|37.7787689017|-122.396760734
1328610427|dj|37.77509711|-122.393915609|danny|37.7750198826|-122.393850975
1328638999|unclejoey|37.7772358742|-122.398399388|danny|37.7773419004|-122.398153312
1328697606|dj|37.7754888564|-122.393823365|danny|37.775051063|-122.393769696
1328725776|unclejoey|37.7772454816|-122.39823481|danny|37.7773222892|-122.39817096
1328784264|dj|37.7751576429|-122.393912831|danny|37.7749324659|-122.393641404
1328812707|unclejoey|37.7772650296|-122.398225054|danny|37.7773407313|-122.398246432
1328895549|dj|37.7752258978|-122.394196166|danny|37.7751180613|-122.393887129
1328918836|unclejoey|37.7770509509|-122.398118287|danny|37.777332792|-122.398132459
1328987666|dj|37.7757912304|-122.393561534|danny|37.7758283605|-122.393389349
1329075787|dj|37.7754328254|-122.394008287|danny|37.7750256639|-122.393845352
1329160343|unclejoey|37.7773588955|-122.398209286|danny|37.7772754941|-122.398182028
1329191619|dj|37.7749001387|-122.393920031|danny|37.7749526183|-122.394004732
1329250835|danny|37.7773904694|-122.398208998|unclejoey|37.7773734833|-122.398167322
1329278239|dj|37.7756848757|-122.393795843|danny|37.7750340156|-122.393813805
1329345928|danny|37.7774355174|-122.398159855|unclejoey|37.7775339274|-122.398229305
1329365010|dj|37.7749252394|-122.393888927|danny|37.7749385758|-122.393881162
1329432422|unclejoey|37.778755326|-122.396935329|danny|37.7787698751|-122.396732216
1329537774|danny|37.7707207036|-122.412495384|dj|37.7710793823|-122.413045953
1329633937|danny|37.8712486597|-122.26929328|dj|37.8712730408|-122.270101843
1329773532|danny|37.7699688314|-122.401582111|dj|37.769967199|-122.401686192
1329851519|danny|37.7774193167|-122.398362083|unclejoey|37.7771634323|-122.398248275
1329895909|dj|37.7750092451|-122.393793911|danny|37.7748744034|-122.393920973
1329955091|danny|37.7774159415|-122.39809288|unclejoey|37.7773423309|-122.398202597
1330045627|unclejoey|37.7787870392|-122.396918664|danny|37.7783895696|-122.396322376
1330065154|dj|37.7749227728|-122.393868998|danny|37.7749682383|-122.393887085
1330132658|danny|37.7773665635|-122.398101511|unclejoey|37.7772522878|-122.397852239
1330207582|dj|39.1442077085|-120.15637914|danny|39.1437557294|-120.157860481
1330295891|dj|38.6601932835|-121.347382186|danny|38.6608796137|-121.34706323
1330366225|danny|37.777888918|-122.396849108|unclejoey|37.7772369799|-122.398343246
1330455603|danny|37.7773520302|-122.398206696|unclejoey|37.7773371525|-122.398123116
1330491937|dj|37.7748893523|-122.394258831|danny|37.7749938186|-122.393828818
1330542103|unclejoey|37.7773661174|-122.398169695|danny|37.7773385288|-122.398193548
1330629059|danny|37.7773413258|-122.398205399|unclejoey|37.7771165921|-122.398148447
1330718916|danny|37.777233497|-122.398421976|unclejoey|37.777346122|-122.398208194
1330971119|danny|37.7773505589|-122.398196923|unclejoey|37.777283296|-122.398308552
1331090793|dj|37.775002049|-122.39391147|danny|37.7749725889|-122.393835565
1331151397|unclejoey|37.7772479596|-122.398304594|danny|37.7773928058|-122.39808832
1331185988|dj|37.7749970738|-122.393880347|danny|37.774906021|-122.393853846
1331239200|unclejoey|37.3564438464|-121.92935174|danny|37.3565409344|-121.929977792
1331256753|danny|30.2695081477|-97.7404515943|unclejesse|30.2696295518|-97.7409620359
1331257331|unclejoey|30.2693889958|-97.7405028683|unclejesse|30.2695973486|-97.7408645497
1331337279|unclejoey|30.2687948823|-97.7406534413|danny|30.2695837283|-97.7408295433
1331348122|danny|30.2695869393|-97.7408095137|unclejesse|30.2696554885|-97.7408007977
1331402060|unclejoey|30.2650586392|-97.738653107|unclejesse|30.2659663093|-97.7386010719
1331434630|unclejesse|30.2695682146|-97.7408227705|danny|30.2696373338|-97.7409882893
1331439952|unclejoey|30.2654066938|-97.7422916964|danny|30.2642208961|-97.7415969661
1331509140|unclejoey|30.2654259749|-97.7400998755|unclejesse|30.26502016|-97.7388654371
1331527475|danny|30.2669582259|-97.7390507723|unclejesse|30.267063125|-97.7390007233
1331528551|unclejoey|30.2673708273|-97.7401615187|danny|30.2669582259|-97.7390507723
1331596744|unclejesse|30.2650801426|-97.7385934615|unclejoey|30.2664183577|-97.7385926516
1331624152|unclejesse|30.2695797173|-97.7408360252|danny|30.2696013509|-97.740820798
1331639044|unclejoey|30.2700188461|-97.7412407811|danny|30.269576455|-97.7408796217
1331688645|unclejoey|30.26957977|-97.7408360575|unclejesse|30.269576455|-97.7408796217
1331713895|unclejesse|30.2673017141|-97.7370712907|danny|30.266683105|-97.7368860074
1331733850|danny|30.2696306212|-97.7409312987|unclejoey|30.2696757522|-97.7409345956
1331790079|danny|37.7749780229|-122.393734522|dj|37.7751000601|-122.393871938
1331878740|dj|37.7750519684|-122.393173801|danny|37.7748997275|-122.393847859
1331974654|danny|37.7749560237|-122.393855225|dj|37.7759000722|-122.393524865
1332025590|unclejoey|37.8007946556|-122.438625937|unclejesse|37.8006426816|-122.438467072
1332092357|dj|37.7757719966|-122.393413446|danny|37.7751679768|-122.39374239
1332177258|danny|37.7772889212|-122.398170819|unclejoey|37.7772945807|-122.398275423
1332213350|dj|37.7973278591|-122.397034745|danny|37.7974678623|-122.396699069
1332280772|unclejoey|37.7772934343|-122.39810806|danny|37.7772798871|-122.39819058
1332307573|danny|37.7763403114|-122.393685607|dj|37.7764862124|-122.393951238
1332471369|dj|37.7749145755|-122.393887592|danny|37.7749523615|-122.393796346
